192.163.0.0,192.163.0.255,government,US,AS394438 
192.163.243.255,192.163.244.33,hosting,US,AS46606 
192.163.244.34,192.163.244.34,hosting,,AS46606 
192.163.244.35,192.163.244.42,hosting,US,AS46606 
192.163.244.43,192.163.244.43,hosting,,AS46606 
192.163.244.44,192.163.244.46,hosting,US,AS46606 
192.163.244.47,192.163.244.56,hosting,,AS46606 
192.163.244.57,192.163.244.68,hosting,US,AS46606 
192.163.244.69,192.163.244.69,hosting,,AS46606 
192.163.244.70,192.163.244.161,hosting,US,AS46606 
192.163.244.162,192.163.244.163,hosting,,AS46606 
192.163.244.164,192.163.244.164,hosting,US,AS46606 
192.163.244.165,192.163.244.166,hosting,,AS46606 
192.163.244.167,192.163.244.169,hosting,US,AS46606 
192.163.244.170,192.163.244.170,hosting,,AS46606 
192.163.244.171,192.163.244.180,hosting,US,AS46606 
192.163.244.181,192.163.244.181,hosting,,AS46606 
192.163.244.182,192.163.244.201,hosting,US,AS46606 
192.163.244.202,192.163.244.202,hosting,,AS46606 
192.163.244.203,192.163.244.205,hosting,US,AS46606 
192.163.244.206,192.163.244.206,hosting,,AS46606 
192.163.244.207,192.163.244.219,hosting,US,AS46606 
192.163.244.220,192.163.244.220,hosting,,AS46606 
192.163.244.221,192.163.244.248,hosting,US,AS46606 
192.163.244.249,192.163.244.249,hosting,,AS46606 
192.163.244.250,192.163.244.252,hosting,US,AS46606 
192.163.244.253,192.163.244.253,hosting,,AS46606 
192.163.244.254,192.163.245.22,hosting,US,AS46606 
192.163.245.23,192.163.245.23,hosting,,AS46606 
192.163.245.24,192.163.245.24,hosting,US,AS46606 
192.163.245.25,192.163.245.25,hosting,,AS46606 
192.163.245.26,192.163.245.28,hosting,US,AS46606 
192.163.245.29,192.163.245.29,hosting,,AS46606 
192.163.245.30,192.163.245.42,hosting,US,AS46606 
192.163.245.43,192.163.245.43,hosting,,AS46606 
192.163.245.44,192.163.245.65,hosting,US,AS46606 
192.163.245.66,192.163.245.66,hosting,,AS46606 
192.163.245.67,192.163.245.69,hosting,US,AS46606 
192.163.245.70,192.163.245.70,hosting,,AS46606 
192.163.245.71,192.163.245.101,hosting,US,AS46606 
192.163.245.102,192.163.245.102,hosting,,AS46606 
192.163.245.103,192.163.245.110,hosting,US,AS46606 
192.163.245.111,192.163.245.111,hosting,,AS46606 
192.163.245.112,192.163.245.113,hosting,US,AS46606 
192.163.245.114,192.163.245.114,hosting,,AS46606 
192.163.245.115,192.163.245.172,hosting,US,AS46606 
192.163.245.173,192.163.245.173,hosting,,AS46606 
192.163.245.174,192.163.245.175,hosting,US,AS46606 
192.163.245.176,192.163.245.176,hosting,,AS46606 
192.163.245.177,192.163.245.209,hosting,US,AS46606 
192.163.245.210,192.163.245.211,hosting,,AS46606 
192.163.245.212,192.163.245.242,hosting,US,AS46606 
192.163.245.243,192.163.245.243,hosting,,AS46606 
192.163.245.244,192.163.245.247,hosting,US,AS46606 
192.163.245.248,192.163.245.248,hosting,,AS46606 
192.163.245.249,192.163.246.3,hosting,US,AS46606 
192.163.246.4,192.163.246.5,hosting,,AS46606 
192.163.246.6,192.163.246.25,hosting,US,AS46606 
192.163.246.26,192.163.246.32,hosting,,AS46606 
192.163.246.33,192.163.246.33,hosting,US,AS46606 
192.163.246.34,192.163.246.42,hosting,,AS46606 
192.163.246.43,192.163.246.71,hosting,US,AS46606 
192.163.246.72,192.163.246.72,hosting,,AS46606 
192.163.246.73,192.163.246.73,hosting,US,AS46606 
192.163.246.74,192.163.246.74,hosting,,AS46606 
192.163.246.75,192.163.246.125,hosting,US,AS46606 
192.163.246.126,192.163.246.126,hosting,,AS46606 
192.163.246.127,192.163.246.129,hosting,US,AS46606 
192.163.246.130,192.163.246.130,hosting,,AS46606 
192.163.246.131,192.163.246.144,hosting,US,AS46606 
192.163.246.145,192.163.246.145,hosting,,AS46606 
192.163.246.146,192.163.246.182,hosting,US,AS46606 
192.163.246.183,192.163.246.183,hosting,,AS46606 
192.163.246.184,192.163.246.203,hosting,US,AS46606 
192.163.246.204,192.163.246.204,hosting,,AS46606 
192.163.246.205,192.163.246.233,hosting,US,AS46606 
192.163.246.234,192.163.246.235,hosting,,AS46606 
192.163.246.236,192.163.247.2,hosting,US,AS46606 
192.163.247.3,192.163.247.4,hosting,,AS46606 
192.163.247.5,192.163.247.9,hosting,US,AS46606 
192.163.247.10,192.163.247.10,hosting,,AS46606 
192.163.247.11,192.163.247.32,hosting,US,AS46606 
192.163.247.33,192.163.247.33,hosting,,AS46606 
192.163.247.34,192.163.247.43,hosting,US,AS46606 
192.163.247.44,192.163.247.44,hosting,,AS46606 
192.163.247.45,192.163.247.72,hosting,US,AS46606 
192.163.247.73,192.163.247.73,hosting,,AS46606 
192.163.247.74,192.163.247.102,hosting,US,AS46606 
192.163.247.103,192.163.247.103,hosting,,AS46606 
192.163.247.104,192.163.247.114,hosting,US,AS46606 
192.163.247.115,192.163.247.115,hosting,,AS46606 
192.163.247.116,192.163.247.116,hosting,US,AS46606 
192.163.247.117,192.163.247.117,hosting,,AS46606 
192.163.247.118,192.163.247.124,hosting,US,AS46606 
192.163.247.125,192.163.247.125,hosting,,AS46606 
192.163.247.126,192.163.247.126,hosting,US,AS46606 
192.163.247.127,192.163.247.127,hosting,,AS46606 
192.163.247.128,192.163.247.131,hosting,US,AS46606 
192.163.247.132,192.163.247.132,hosting,,AS46606 
192.163.247.133,192.163.247.152,hosting,US,AS46606 
192.163.247.153,192.163.247.153,hosting,,AS46606 
192.163.247.154,192.163.247.172,hosting,US,AS46606 
192.163.247.173,192.163.247.173,hosting,,AS46606 
192.163.247.174,192.163.247.177,hosting,US,AS46606 
192.163.247.178,192.163.247.178,hosting,,AS46606 
192.163.247.179,192.163.247.194,hosting,US,AS46606 
192.163.247.195,192.163.247.195,hosting,,AS46606 
192.163.247.196,192.163.247.233,hosting,US,AS46606 
192.163.247.234,192.163.247.234,hosting,,AS46606 
192.163.247.235,192.163.248.33,hosting,US,AS46606 
192.163.248.34,192.163.248.34,hosting,,AS46606 
192.163.248.35,192.163.248.59,hosting,US,AS46606 
192.163.248.60,192.163.248.60,hosting,,AS46606 
192.163.248.61,192.163.248.93,hosting,US,AS46606 
192.163.248.94,192.163.248.94,hosting,,AS46606 
192.163.248.95,192.163.248.98,hosting,US,AS46606 
192.163.248.99,192.163.248.99,hosting,,AS46606 
192.163.248.100,192.163.248.102,hosting,US,AS46606 
192.163.248.103,192.163.248.104,hosting,,AS46606 
192.163.248.105,192.163.248.113,hosting,US,AS46606 
192.163.248.114,192.163.248.116,hosting,,AS46606 
192.163.248.117,192.163.248.130,hosting,US,AS46606 
192.163.248.131,192.163.248.131,hosting,,AS46606 
192.163.248.132,192.163.248.137,hosting,US,AS46606 
192.163.248.138,192.163.248.138,hosting,,AS46606 
192.163.248.139,192.163.248.161,hosting,US,AS46606 
192.163.248.162,192.163.248.162,hosting,,AS46606 
192.163.248.163,192.163.248.179,hosting,US,AS46606 
192.163.248.180,192.163.248.180,hosting,,AS46606 
192.163.248.181,192.163.248.181,hosting,US,AS46606 
192.163.248.182,192.163.248.182,hosting,,AS46606 
192.163.248.183,192.163.248.207,hosting,US,AS46606 
192.163.248.208,192.163.248.208,hosting,,AS46606 
192.163.248.209,192.163.248.230,hosting,US,AS46606 
192.163.248.231,192.163.248.231,hosting,,AS46606 
192.163.248.232,192.163.248.249,hosting,US,AS46606 
192.163.248.250,192.163.248.250,hosting,,AS46606 
192.163.248.251,192.163.248.251,hosting,US,AS46606 
192.163.248.252,192.163.248.252,hosting,,AS46606 
192.163.248.253,192.163.249.2,hosting,US,AS46606 
192.163.249.3,192.163.249.3,hosting,,AS46606 
192.163.249.4,192.163.249.11,hosting,US,AS46606 
192.163.249.12,192.163.249.12,hosting,,AS46606 
192.163.249.13,192.163.249.32,hosting,US,AS46606 
192.163.249.33,192.163.249.33,hosting,,AS46606 
192.163.249.34,192.163.249.34,hosting,US,AS46606 
192.163.249.35,192.163.249.38,hosting,,AS46606 
192.163.249.39,192.163.249.40,hosting,US,AS46606 
192.163.249.41,192.163.249.42,hosting,,AS46606 
192.163.249.43,192.163.249.66,hosting,US,AS46606 
192.163.249.67,192.163.249.67,hosting,,AS46606 
192.163.249.68,192.163.249.85,hosting,US,AS46606 
192.163.249.86,192.163.249.86,hosting,,AS46606 
192.163.249.87,192.163.249.90,hosting,US,AS46606 
192.163.249.91,192.163.249.91,hosting,,AS46606 
192.163.249.92,192.163.249.92,hosting,US,AS46606 
192.163.249.93,192.163.249.93,hosting,,AS46606 
192.163.249.94,192.163.249.122,hosting,US,AS46606 
192.163.249.123,192.163.249.123,hosting,,AS46606 
192.163.249.124,192.163.249.170,hosting,US,AS46606 
192.163.249.171,192.163.249.171,hosting,,AS46606 
192.163.249.172,192.163.249.185,hosting,US,AS46606 
192.163.249.186,192.163.249.186,hosting,,AS46606 
192.163.249.187,192.163.249.191,hosting,US,AS46606 
192.163.249.192,192.163.249.192,hosting,,AS46606 
192.163.249.193,192.163.249.194,hosting,US,AS46606 
192.163.249.195,192.163.249.195,hosting,,AS46606 
192.163.249.196,192.163.249.197,hosting,US,AS46606 
192.163.249.198,192.163.249.199,hosting,,AS46606 
192.163.249.200,192.163.249.200,hosting,US,AS46606 
192.163.249.201,192.163.249.203,hosting,,AS46606 
192.163.249.204,192.163.249.207,hosting,US,AS46606 
192.163.249.208,192.163.249.208,hosting,,AS46606 
192.163.249.209,192.163.249.209,hosting,US,AS46606 
192.163.249.210,192.163.249.210,hosting,,AS46606 
192.163.249.211,192.163.249.212,hosting,US,AS46606 
192.163.249.213,192.163.249.213,hosting,,AS46606 
192.163.249.214,192.163.249.215,hosting,US,AS46606 
192.163.249.216,192.163.249.216,hosting,,AS46606 
192.163.249.217,192.163.249.222,hosting,US,AS46606 
192.163.249.223,192.163.249.224,hosting,,AS46606 
192.163.249.225,192.163.249.244,hosting,US,AS46606 
192.163.249.245,192.163.249.245,hosting,,AS46606 
192.163.249.246,192.163.249.246,hosting,US,AS46606 
192.163.249.247,192.163.249.247,hosting,,AS46606 
192.163.249.248,192.163.249.252,hosting,US,AS46606 
192.163.249.253,192.163.249.253,hosting,,AS46606 
192.163.249.254,192.163.250.4,hosting,US,AS46606 
192.163.250.5,192.163.250.5,hosting,,AS46606 
192.163.250.6,192.163.250.8,hosting,US,AS46606 
192.163.250.9,192.163.250.9,hosting,,AS46606 
192.163.250.10,192.163.250.11,hosting,US,AS46606 
192.163.250.12,192.163.250.13,hosting,,AS46606 
192.163.250.14,192.163.250.16,hosting,US,AS46606 
192.163.250.17,192.163.250.17,hosting,,AS46606 
192.163.250.18,192.163.250.18,hosting,US,AS46606 
192.163.250.19,192.163.250.19,hosting,,AS46606 
192.163.250.20,192.163.250.20,hosting,US,AS46606 
192.163.250.21,192.163.250.21,hosting,,AS46606 
192.163.250.22,192.163.250.27,hosting,US,AS46606 
192.163.250.28,192.163.250.28,hosting,,AS46606 
192.163.250.29,192.163.250.30,hosting,US,AS46606 
192.163.250.31,192.163.250.31,hosting,,AS46606 
192.163.250.32,192.163.250.35,hosting,US,AS46606 
192.163.250.36,192.163.250.36,hosting,,AS46606 
192.163.250.37,192.163.250.39,hosting,US,AS46606 
192.163.250.40,192.163.250.40,hosting,,AS46606 
192.163.250.41,192.163.250.43,hosting,US,AS46606 
192.163.250.44,192.163.250.44,hosting,,AS46606 
192.163.250.45,192.163.250.46,hosting,US,AS46606 
192.163.250.47,192.163.250.47,hosting,,AS46606 
192.163.250.48,192.163.250.49,hosting,US,AS46606 
192.163.250.50,192.163.250.51,hosting,,AS46606 
192.163.250.52,192.163.250.54,hosting,US,AS46606 
192.163.250.55,192.163.250.55,hosting,,AS46606 
192.163.250.56,192.163.250.58,hosting,US,AS46606 
192.163.250.59,192.163.250.59,hosting,,AS46606 
192.163.250.60,192.163.250.60,hosting,US,AS46606 
192.163.250.61,192.163.250.61,hosting,,AS46606 
192.163.250.62,192.163.250.62,hosting,US,AS46606 
192.163.250.63,192.163.250.64,hosting,,AS46606 
192.163.250.65,192.163.250.65,hosting,US,AS46606 
192.163.250.66,192.163.250.66,hosting,,AS46606 
192.163.250.67,192.163.250.72,hosting,US,AS46606 
192.163.250.73,192.163.250.73,hosting,,AS46606 
192.163.250.74,192.163.250.77,hosting,US,AS46606 
192.163.250.78,192.163.250.78,hosting,,AS46606 
192.163.250.79,192.163.250.83,hosting,US,AS46606 
192.163.250.84,192.163.250.84,hosting,,AS46606 
192.163.250.85,192.163.250.88,hosting,US,AS46606 
192.163.250.89,192.163.250.90,hosting,,AS46606 
192.163.250.91,192.163.250.91,hosting,US,AS46606 
192.163.250.92,192.163.250.92,hosting,,AS46606 
192.163.250.93,192.163.250.93,hosting,US,AS46606 
192.163.250.94,192.163.250.94,hosting,,AS46606 
192.163.250.95,192.163.250.95,hosting,US,AS46606 
192.163.250.96,192.163.250.96,hosting,,AS46606 
192.163.250.97,192.163.250.97,hosting,US,AS46606 
192.163.250.98,192.163.250.98,hosting,,AS46606 
192.163.250.99,192.163.250.99,hosting,US,AS46606 
192.163.250.100,192.163.250.100,hosting,,AS46606 
192.163.250.101,192.163.250.103,hosting,US,AS46606 
192.163.250.104,192.163.250.104,hosting,,AS46606 
192.163.250.105,192.163.250.109,hosting,US,AS46606 
192.163.250.110,192.163.250.110,hosting,,AS46606 
192.163.250.111,192.163.250.111,hosting,US,AS46606 
192.163.250.112,192.163.250.112,hosting,,AS46606 
192.163.250.113,192.163.250.121,hosting,US,AS46606 
192.163.250.122,192.163.250.122,hosting,,AS46606 
192.163.250.123,192.163.250.125,hosting,US,AS46606 
192.163.250.126,192.163.250.134,hosting,,AS46606 
192.163.250.135,192.163.250.139,hosting,US,AS46606 
192.163.250.140,192.163.250.141,hosting,,AS46606 
192.163.250.142,192.163.250.193,hosting,US,AS46606 
192.163.250.194,192.163.250.194,hosting,,AS46606 
192.163.250.195,192.163.250.234,hosting,US,AS46606 
192.163.250.235,192.163.250.235,hosting,,AS46606 
192.163.250.236,192.163.250.244,hosting,US,AS46606 
192.163.250.245,192.163.250.245,hosting,,AS46606 
192.163.250.246,192.163.251.13,hosting,US,AS46606 
192.163.251.14,192.163.251.14,hosting,,AS46606 
192.163.251.15,192.163.251.29,hosting,US,AS46606 
192.163.251.30,192.163.251.30,hosting,,AS46606 
192.163.251.31,192.163.251.36,hosting,US,AS46606 
192.163.251.37,192.163.251.38,hosting,,AS46606 
192.163.251.39,192.163.251.83,hosting,US,AS46606 
192.163.251.84,192.163.251.84,hosting,,AS46606 
192.163.251.85,192.163.251.85,hosting,US,AS46606 
192.163.251.86,192.163.251.86,hosting,,AS46606 
192.163.251.87,192.163.251.90,hosting,US,AS46606 
192.163.251.91,192.163.251.91,hosting,,AS46606 
192.163.251.92,192.163.251.170,hosting,US,AS46606 
192.163.251.171,192.163.251.171,hosting,,AS46606 
192.163.251.172,192.163.251.189,hosting,US,AS46606 
192.163.251.190,192.163.251.190,hosting,,AS46606 
192.163.251.191,192.163.251.201,hosting,US,AS46606 
192.163.251.202,192.163.251.202,hosting,,AS46606 
192.163.251.203,192.163.251.235,hosting,US,AS46606 
192.163.251.236,192.163.251.236,hosting,,AS46606 
192.163.251.237,192.163.252.17,hosting,US,AS46606 
192.163.252.18,192.163.252.18,hosting,,AS46606 
192.163.252.19,192.163.252.20,hosting,US,AS46606 
192.163.252.21,192.163.252.21,hosting,,AS46606 
192.163.252.22,192.163.252.36,hosting,US,AS46606 
192.163.252.37,192.163.252.37,hosting,,AS46606 
192.163.252.38,192.163.252.53,hosting,US,AS46606 
192.163.252.54,192.163.252.54,hosting,,AS46606 
192.163.252.55,192.163.252.56,hosting,US,AS46606 
192.163.252.57,192.163.252.57,hosting,,AS46606 
192.163.252.58,192.163.252.66,hosting,US,AS46606 
192.163.252.67,192.163.252.67,hosting,,AS46606 
192.163.252.68,192.163.252.75,hosting,US,AS46606 
192.163.252.76,192.163.252.76,hosting,,AS46606 
192.163.252.77,192.163.252.86,hosting,US,AS46606 
192.163.252.87,192.163.252.87,hosting,,AS46606 
192.163.252.88,192.163.252.117,hosting,US,AS46606 
192.163.252.118,192.163.252.118,hosting,,AS46606 
192.163.252.119,192.163.252.159,hosting,US,AS46606 
192.163.252.160,192.163.252.160,hosting,,AS46606 
192.163.252.161,192.163.252.179,hosting,US,AS46606 
192.163.252.180,192.163.252.181,hosting,,AS46606 
192.163.252.182,192.163.252.233,hosting,US,AS46606 
192.163.252.234,192.163.252.234,hosting,,AS46606 
192.163.252.235,192.163.252.253,hosting,US,AS46606 
192.163.252.254,192.163.252.254,hosting,,AS46606 
192.163.252.255,192.163.253.41,hosting,US,AS46606 
192.163.253.42,192.163.253.42,hosting,,AS46606 
192.163.253.43,192.163.253.115,hosting,US,AS46606 
192.163.253.116,192.163.253.116,hosting,,AS46606 
192.163.253.117,192.163.253.129,hosting,US,AS46606 
192.163.253.130,192.163.253.130,hosting,,AS46606 
192.163.253.131,192.163.253.134,hosting,US,AS46606 
192.163.253.135,192.163.253.135,hosting,,AS46606 
192.163.253.136,192.163.253.145,hosting,US,AS46606 
192.163.253.146,192.163.253.146,hosting,,AS46606 
192.163.253.147,192.163.253.161,hosting,US,AS46606 
192.163.253.162,192.163.253.162,hosting,,AS46606 
192.163.253.163,192.163.253.173,hosting,US,AS46606 
192.163.253.174,192.163.253.174,hosting,,AS46606 
192.163.253.175,192.163.253.175,hosting,US,AS46606 
192.163.253.176,192.163.253.176,hosting,,AS46606 
192.163.253.177,192.163.253.192,hosting,US,AS46606 
192.163.253.193,192.163.253.193,hosting,,AS46606 
192.163.253.194,192.163.253.196,hosting,US,AS46606 
192.163.253.197,192.163.253.197,hosting,,AS46606 
192.163.253.198,192.163.253.238,hosting,US,AS46606 
192.163.253.239,192.163.253.240,hosting,,AS46606 
192.163.253.241,192.163.253.252,hosting,US,AS46606 
192.163.253.253,192.163.253.253,hosting,,AS46606 
192.163.253.254,192.163.254.1,hosting,US,AS46606 
192.163.254.2,192.163.254.2,hosting,,AS46606 
192.163.254.3,192.163.254.62,hosting,US,AS46606 
192.163.254.63,192.163.254.63,hosting,,AS46606 
192.163.254.64,192.163.254.64,hosting,US,AS46606 
192.163.254.65,192.163.254.65,hosting,,AS46606 
192.163.254.66,192.163.254.77,hosting,US,AS46606 
192.163.254.78,192.163.254.78,hosting,,AS46606 
192.163.254.79,192.163.254.85,hosting,US,AS46606 
192.163.254.86,192.163.254.86,hosting,,AS46606 
192.163.254.87,192.163.254.93,hosting,US,AS46606 
192.163.254.94,192.163.254.94,hosting,,AS46606 
192.163.254.95,192.163.254.100,hosting,US,AS46606 
192.163.254.101,192.163.254.101,hosting,,AS46606 
192.163.254.102,192.163.254.122,hosting,US,AS46606 
192.163.254.123,192.163.254.123,hosting,,AS46606 
192.163.254.124,192.163.254.129,hosting,US,AS46606 
192.163.254.130,192.163.254.130,hosting,,AS46606 
192.163.254.131,192.163.254.132,hosting,US,AS46606 
192.163.254.133,192.163.254.133,hosting,,AS46606 
192.163.254.134,192.163.254.151,hosting,US,AS46606 
192.163.254.152,192.163.254.152,hosting,,AS46606 
192.163.254.153,192.163.254.181,hosting,US,AS46606 
192.163.254.182,192.163.254.182,hosting,,AS46606 
192.163.254.183,192.163.254.198,hosting,US,AS46606 
192.163.254.199,192.163.254.199,hosting,,AS46606 
192.163.254.200,192.163.254.205,hosting,US,AS46606 
192.163.254.206,192.163.254.206,hosting,,AS46606 
192.163.254.207,192.163.254.207,hosting,US,AS46606 
192.163.254.208,192.163.254.208,hosting,,AS46606 
192.163.254.209,192.163.254.221,hosting,US,AS46606 
192.163.254.222,192.163.254.222,hosting,,AS46606 
192.163.254.223,192.163.255.12,hosting,US,AS46606 
192.163.255.13,192.163.255.13,hosting,,AS46606 
192.163.255.14,192.163.255.32,hosting,US,AS46606 
192.163.255.33,192.163.255.33,hosting,,AS46606 
192.163.255.34,192.163.255.55,hosting,US,AS46606 
192.163.255.56,192.163.255.56,hosting,,AS46606 
192.163.255.57,192.163.255.67,hosting,US,AS46606 
192.163.255.68,192.163.255.68,hosting,,AS46606 
192.163.255.69,192.163.255.92,hosting,US,AS46606 
192.163.255.93,192.163.255.93,hosting,,AS46606 
192.163.255.94,192.163.255.112,hosting,US,AS46606 
192.163.255.113,192.163.255.113,hosting,,AS46606 
192.163.255.114,192.163.255.132,hosting,US,AS46606 
192.163.255.133,192.163.255.133,hosting,,AS46606 
192.163.255.134,192.163.255.144,hosting,US,AS46606 
192.163.255.145,192.163.255.145,hosting,,AS46606 
192.163.255.146,192.163.255.196,hosting,US,AS46606 
192.163.255.197,192.163.255.198,hosting,,AS46606 
192.163.255.199,192.163.255.211,hosting,US,AS46606 
192.163.255.212,192.163.255.212,hosting,,AS46606 
192.163.255.213,192.163.255.255,hosting,US,AS46606 
